,date,url,filing,filers_name,title
340,05/22/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AD508EAB13852797852585700027EB28/$FILE/Robert-L-Wilkie-2020-278.pdf,"Wilkie, Robert L",Department of Veterans Affairs,Secretary
341,05/22/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6D66F7B91883BADC852585700027E4DD/$FILE/David-L-Bernhardt-2020-278.pdf,"Bernhardt, David L",Department of The Interior,Secretary
342,05/20/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A06D0FDAA79D01948525856E0027E75A/$FILE/Robert-E-Lighthizer-2020-278.pdf,"Lighthizer, Robert E",Office of The Us Trade Representative,U.S. Trade Representative
343,05/20/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8E2490F631410A228525856E0027E4D0/$FILE/Michelle-W-Bowman-2020-278.pdf,"Bowman, Michelle White",Federal Reserve System Board of Governors,Governor 2
344,05/19/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0470BF13A4D254ED8525856D0027E540/$FILE/Richard-H-Clarida-2020-278.pdf,"Clarida, Richard H",Federal Reserve System Board of Governors,Governor
345,05/19/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A4840FC86D94B1858525856D0027E533/$FILE/Benjamin-S-Carson-04.20.2020-278T.pdf,"Carson, Benjamin S",Department of Housing and Urban Development,Secretary
346,05/16/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/159281D418C2B0538525856A002C1667/$FILE/Deputy Sec Biegun EA Ceritification 1 of 1.pdf,"Biegun, Stephen E",Department of State,Deputy Secretary
347,05/14/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DE2BB662F6CF8469852585680027E8B2/$FILE/Szabat, Joel  final278.pdf","Szabat, Joel",Department of Transportation,Under Secretary for Policy
348,05/13/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B4571C39F3D6FE0C852585670027E646/$FILE/Miller, Christopher C.  final278.pdf","Miller, Christopher",Office of Director of National Intelligence,"Director, National Counterterrorism Center"
349,05/12/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AEB75EB8959BB33C852585660027E2B8/$FILE/Elisabeth-P-DeVos-04.06.2020-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
350,05/09/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/854008CB453EDF42852585630027E7EC/$FILE/Vought, Russell  final278.pdf","Vought, Russell",Office of Management and Budget,Director
351,04/30/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4F3E00F243CC4FFF8525855A0027E491/$FILE/Mark-T-Esper-2020-278.pdf,"Esper, Mark T",Department of Defense/Office of The Secretary,Secretary
352,04/25/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EC678EF3826F7181852585550027E3B7/$FILE/Gina-C-Haspel-2020-278.pdf,"Haspel, Gina C",Central Intelligence Agency,Director
353,04/24/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FFCA48A5D56EB5AE852585540027E2A6/$FILE/Francd-A-Cordova-2020-278TERM.pdf,"Cordova, France A",National Science Foundation,Director
354,04/18/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A349A27CD39F83C18525854E0027E2CD/$FILE/Elaine-L-Chao-03.11.2020-278T.pdf,"Chao, Elaine L",Department of Transportation,Secretary
355,04/16/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/32D7DEDA2BB3151F8525854C0027E682/$FILE/Patrick-Pizzella-03.09.2020-278T.pdf,"Pizzella, Patrick",Department of Labor,Deputy Secretary
356,04/07/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6D1CB27158C46115852585430027E5AA/$FILE/Elisabeth-P-DeVos-03.04.2020-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
357,04/07/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/16B617111FC30472852585430027E502/$FILE/Stephen-E-Biegun-03.18.2020-278T.pdf,"Biegun, Stephen E",Department of State,Deputy Secretary
358,03/31/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7B90B5E8ECD048458525853C0027EBB7/$FILE/Margaret-M-Weichert-2020-278TERM.pdf,"Weichert, Margaret M",Office of Management and Budget,Deputy Director for Management
359,03/31/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/16A56CA7A3BF7EAA8525853C0027EA35/$FILE/Randal-K-Quarles-02.17.2020-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
360,03/31/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A5F616A7589AD1208525853C0027EA32/$FILE/Randal-K-Quarles-02.16.2020-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
361,03/31/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3D276978D481178F8525853C0027E828/$FILE/Joseph-Maguire-2020-278TERM.pdf,"Maguire, Joseph",Office of Director of National Intelligence,"Director, National Counterterrorism Center"
362,03/27/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9A6E63AAEF1A5448852585380027EA3A/$FILE/Andrew-Saul-02.04.2020-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
363,03/27/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6A6241B221ADC72C852585380027EA37/$FILE/Andrew-Saul-03.03.2020-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
364,03/24/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4FC50D740EB770AD852585350027E920/$FILE/Menezes, Mark W.  final278.pdf","Menezes, Mark W",Department of Energy,Deputy Secretary
365,03/14/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D3D054C66D5B18C98525852B0027E005/$FILE/Danny-R-Brouillette-01.28.2020-278T.pdf,"Brouillette, Danny R",Department of Energy,Secretary
366,03/14/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B968165BEC1127028525852B0027DFAF/$FILE/Alex-M-Azar-01.10.2020-278T.pdf,"Azar, Alex M",Department of Health and Human Services,Secretary
367,03/14/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9C99FCFF5CA718458525852B0027DFAD/$FILE/Alex-M-Azar-02.12.2020-278T.pdf,"Azar, Alex M",Department of Health and Human Services,Secretary
368,03/14/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BFF65109F8A3059A8525852B0027DFAB/$FILE/Alex-M-Azar-02.27.2020-278T.pdf,"Azar, Alex M",Department of Health and Human Services,Secretary
369,03/13/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1E67FB998BC1BC188525852A0027E50C/$FILE/Ratcliffe, John L.  final278.pdf","Ratcliffe, John L",Office of Director of National Intelligence,Director
370,03/12/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/096010A51C551A18852585290027E504/$FILE/Andrew-Saul-01.07.2020-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
371,03/11/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/142F6F1EA754691B852585280027E000/$FILE/James-M-Byrne-2020-278TERM.pdf,"Byrne, James M",Department of Veterans Affairs,Deputy Secretary
372,03/10/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/55F5778C601052C8852585270027E18A/$FILE/Braithwaite, Kenneth J.  final278.pdf","Braithwaite, Kenneth J",Department of The Navy,Secretary
373,03/05/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9C7897329E8C217385258522003194FA/$FILE/Gaynor EA Certification 1 of 1.pdf,"Gaynor, Peter T",Department of Homeland Security,"Administrator, Federal Emergency Management Agency"
374,03/05/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CA403E62CE67200285258522002D6386/$FILE/Richard-V-Spencer-2019-278TERM.pdf,"Spencer, Richard V",Department of The Navy,Secretary
375,03/05/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4430FF7BF18EC6E185258522002D5E9B/$FILE/Elixabeth-P-DeVos-02.06.2020-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
376,02/28/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D1693F08DDB3AC4B8525851C002D5DF2/$FILE/Elisabeth-P-DeVos-01.09.2020-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
377,02/22/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2C2B0E7709A1724985258516002D66EB/$FILE/Mitchell-M-Zais-12.16.2019-278T.pdf,"Zais, Mitchell M",Department of Education,Deputy Secretary
378,02/22/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/9EF0CF931B591A6685258516002D6168/$FILE/Elaine-L-Chao--12.12.2019-278T.pdf,"Chao, Elaine L",Department of Transportation,Secretary
379,02/21/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4CAD5BA29058436485258515002D6138/$FILE/Michelle-W-Bowman-12.20.2019-278T.pdf,"Bowman, Michelle White",Federal Reserve System Board of Governors,Governor 2
380,02/14/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/476D5FC7522A032A8525850E00319512/$FILE/Brouillette EA Certification 1 of 1.pdf,"Brouillette, Danny R",Department of Energy,Secretary
381,02/11/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8A7FDCD335C4D62C8525850B002D653B/$FILE/James-R-Perry-2010-278TERM.pdf,"Perry, James Richard",Department of Energy,Secretary
382,02/07/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/41C781950955EF5285258507002D65FA/$FILE/Andrew-Saul-12.05.2019-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
383,02/07/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EE8176CD97DC103285258507002D65F7/$FILE/Andrew-Saul-11.05.2019-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
384,02/05/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/21AADBBB57D6636D85258505002D65B1/$FILE/Waller, Christopher Jude  final278.pdf","Waller, Christopher J",Federal Reserve System Board of Governors,Governor
385,02/05/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DFD926A45C75BC9185258505002D6536/$FILE/Shelton, Judy Lynn  final278.pdf","Shelton, Judy L",Federal Reserve System Board of Governors,Governor
386,01/29/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0781B7DE0473A9B8852584FE003194C0/$FILE/Barrett EA Certification 1 of 1.pdf,"Barrett, Barbara M",Department of The Air Force,Secretary
387,01/17/2020,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3AB684EF1DC1E01E852584F2002D6D7F/$FILE/Panchanathan, Sethuraman  final278.pdf","Panchanathan, Sethuraman",National Science Foundation,Director
388,01/07/2020,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/32A42315056F381F852584E80031A13B/$FILE/Scalia EA Certification 1 of 1.pdf,"Scalia, Eugene",Department of Labor,Secretary
389,12/17/2019,https://extapps2.oge.gov/201/Presiden.nsf/201 Request?OpenForm&Filer=Barrett,"Barrett, Barbara M",Department of The Air Force,Secretary
390,11/27/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/01C1C00230104CE6852584BF002D5BD0/$FILE/Mitchell-M-Zais-09.10.2019-278T.pdf,"Zais, Mitchell M",Department of Education,Deputy Secretary
391,11/21/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/91CA5843BF9A1771852584B900318BF7/$FILE/Black EA Certification 1 of 1.pdf,"Black, David F",Social Security Administration,Deputy Commissioner
392,11/14/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/783BE8CB44ECCA04852584B200319AE0/$FILE/Saul EA Certification 1 and 2.pdf,"Saul, Andrew",Social Security Administration,Commissioner
393,11/09/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1DE9FCB802417322852584AD002D631F/$FILE/Brouillette, Danny Ray  final278.pdf","Brouillette, Danny R",Department of Energy,Secretary
394,11/07/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2D00932ACA0D13C6852584AB002D645C/$FILE/Elaine-L-Chao-09.16.2019-278T.pdf,"Chao, Elaine L",Department of Transportation,Secretary
395,11/07/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7BD2CB86CF5CFB35852584AB002D6422/$FILE/Biegun, Stephen E.  final278.pdf","Biegun, Stephen E",Department of State,Deputy Secretary
396,11/06/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/892E74BF28CF73CC852584AA002D6714/$FILE/Patrick-M-Shanahan-2019-278TERM.pdf,"Shanahan, Patrick M",Department of Defense/Office of The Secretary,Deputy Secretary
397,11/05/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EEE4B48FF1AB5065852584A9002D679C/$FILE/Heather-A-Wilson-2019-278TERM.pdf,"Wilson, Heather A",Department of The Air Force,Secretary
398,11/05/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C2C07851C33C16EA852584A9002D66F3/$FILE/Andrew-Saul-10.07.2019-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
399,10/30/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7FBB6A76CE52935F852584A30027E8EA/$FILE/Montgomery, Brian Darrell  final278.pdf","Montgomery, Brian D",Department of Housing and Urban Development,Deputy Secretary
400,10/26/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/846D242D447F59C18525849F0027E787/$FILE/Wilbur-L-Ross-2019-278.pdf,"Ross, Wilbur L",Department of Commerce,Secretary
401,10/24/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/877A1E5B86DC62248525849D0027E8D3/$FILE/Patrick-M-Shanahan-08.30.2019-278T.pdf,"Shanahan, Patrick M",Department of Defense/Office of The Secretary,Deputy Secretary
402,10/24/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/3836A0E9DC211F058525849D0027E469/$FILE/Michelle-W-Bowman-10.02.2019-278T.pdf,"Bowman, Michelle White",Federal Reserve System Board of Governors,Governor 2
403,10/23/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/72B3BCFDDB9F49BE8525849C002C1C8A/$FILE/Norquist EA Certification 1 of 1.pdf,"Norquist, David L",Department of Defense/Office of The Secretary,Deputy Secretary
404,10/20/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6A22E6DA9BAAE927852584990027DA65/$FILE/MacGregor, Katharine  final278.pdf","MacGregor, Katharine",Department of The Interior,Deputy Secretary
405,10/20/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BC578DB2B5B2D91F852584990027D8EE/$FILE/Gaynor, Peter T.  final278.pdf","Gaynor, Peter T",Department of Homeland Security,"Administrator, Federal Emergency Management Agency"
406,10/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6B3CB74BE6A5CEE085258496002C0CEA/$FILE/Barr EA Certification 1 of 1 with OGE statement attached.pdf,"Barr, William P",Department of Justice,Attorney General
407,10/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EDEBC7C1B4D567DB852584960027DD5D/$FILE/Rod-J-Rosenstein-2019-278TERM.pdf,"Rosenstein, Rod J",Department of Justice,Deputy Attorney General
408,10/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5E0E26BD733616DB852584960027DA4C/$FILE/Eric-D-Hargan-2019-278.pdf,"Hargan, Eric D.",Department of Health and Human Services,Deputy Secretary
409,10/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/33EBEE4EB1CC40BC852584960027D94D/$FILE/Daniel-R-Coats-2019-278TERM.pdf,"Coats, Daniel R",Office of Director of National Intelligence,Director
410,10/11/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2A0DC544D2EB72FB85258490002C131B/$FILE/HON McCarthy EA Certification 1 of 1.pdf,"McCarthy, Ryan D",Department of The Army,Secretary
411,10/11/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/04EC229085D9F15485258490002C1014/$FILE/Byrne EA Certification 1 of 1.pdf,"Byrne, James M",Department of Veterans Affairs,Deputy Secretary
412,10/09/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DEDB553AFEFB51D88525848E0027E01B/$FILE/Andrew-Saul-09.17.2019-278T.pdf,"Saul, Andrew",Social Security Administration,Commissioner
413,10/09/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F8B4F1F3B28F4F048525848E0027DB3A/$FILE/Elizabeth-P-DeVos-08.28.2019-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
414,10/02/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4C9F7586087A8DE885258487002C0EDF/$FILE/Bowman EA compliance certification 2019 1 of 1.pdf,"Bowman, Michelle White",Federal Reserve System Board of Governors,Governor 2
415,09/27/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BF0F1F14070F9267852584820027DEC2/$FILE/Randal-K-Quarles-08.19.2019-278T.pdf,"Quarles, Randal K",Federal Reserve System Board of Governors,Governor & Vice Chairman for Supervision
416,09/27/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/58019D9744175CB4852584820027DDA7/$FILE/Ellen-M-Lord-2019-278.pdf,"Lord, Ellen McCausland",Department of Defense/Office of The Secretary,"Under Secretary for Acquisition, Technology, Logistics"
417,09/26/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8F3F63D0B32744A5852584810027D9B6/$FILE/James-W-Carroll-2019-278.pdf,"Carroll, James W.",Office of National Drug Control Policy,Director
418,09/21/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B37A585EF3C561528525847C002C1052/$FILE/Cabaniss EA Certification 1 of 1.pdf,"Cabaniss, Virginia",Office of Personnel Management,Director
419,09/21/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FF7574C5F36173008525847C0027DF6B/$FILE/Richard-V-Spencer-08.14.2019-278T (2).pdf,"Spencer, Richard V",Department of The Navy,Secretary
420,09/20/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8F1BF8D9A6D6B46B8525847B0027DE87/$FILE/Richard-V-Spencer-08.14.2019-278T (6).pdf,"Spencer, Richard V",Department of The Navy,Secretary
421,09/20/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/8C50885E7EF8AC7C8525847B0027DE84/$FILE/Richard-V-Spencer-08.14.2019-278T.pdf,"Spencer, Richard V",Department of The Navy,Secretary
422,09/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7A55DFB485ED281C852584780027E191/$FILE/Richard-V-Spencer-08.01.2019-278T.pdf,"Spencer, Richard V",Department of The Navy,Secretary
423,09/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/75DCE83CD2127783852584780027E075/$FILE/George-E-Perdue-2019-278.pdf,"Perdue, George E",Department of Agriculture,Secretary
424,09/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0EE6E21B2FEA99BA852584780027DC0B/$FILE/Elizabeth-P-DeVos-07.25.2019-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department of Education,Secretary
425,09/17/2019,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7565E8BB1837B5CB852584780027DB46/$FILE/Lael-Brainard-2019-278.pdf,"Brainard, Lael",Federal Reserve System Board of Governors,Governor
426,09/14/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FBA054ABD3299D2B852584750027DDDA/$FILE/McCarthy, Ryan D.  final278.pdf","McCarthy, Ryan D",Department of The Army,Secretary
427,09/14/2019,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1CCADF47B4DC9704852584750027D95E/$FILE/Barrett, Barbara  final278.pdf","Barrett, Barbara M",Department of The Air Force,Secretary
